Title,Address,Price,Description,Contact,Photos,Link,Bedrooms,Bathrooms,Toilets,Parking Spaces
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",800000000,"Property Description

FOR SALE:

Features:
️️️️️️️️️️️️️️ ️️️️
*5UNITS OF 5 BEDROOMS FULLY DETACHED DUPLEX FOR SALE*

Location: Lekki phase 1 right
Fully detached Price: ₦800 Million

Features:
- [ ] Superdecent finishing
- [ ] Brand New
- [ ] 5 Bedrooms
- [ ] Maids quarters
- [ ] Spacious Ensuite Bedrooms
- [ ] Alluring Lightening
- [ ] Fully fitted kitchen
- [ ] Microwave, gas burner & Oven
- [ ] Heat Extractor
- [ ] Inbuilt Fridge
- [ ] Inbuilt washing maching in children's bathroom
- [ ] Inbuilt washing maching by the kitchen
- [ ] Jacuzzi bath top in Masters bathroom and Madams room
- [ ] State of art wood works
- [ ] CCTV
- [ ] Camera
- [ ] Gymnastic house
- [ ] Cinema
- [ ] Inbuilt speaker
- [ ] Ample parking space
- [ ] Spanish tiles finishing
- [ ] Inbuilt modern wardrobes with light
- [ ] Family Lounge
- [ ] Water Heater
- [ ] Modern Design
- [ ] Secured Estate
- [ ]TV cursor.
- [ ]Inbuilt Wine bar in the sitting room area
- [ ] Good neighborhood


Title :::: Governor's Consent in view
‐--‐---------------------------------------------



Property Details
Property Ref: 3007852	Added On: 31 Jul 2025	Last Updated: 27 Aug 2025
Market Status: Available	Type: Detached Duplex	Bedrooms: 5
Bathrooms: 5	Toilets: 6	Parking Spaces: 4
Servicing: Serviced",0807 XXXX,4,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3007852-gigantic-5-bedrooms-fully-detached-duplex-with-swimming-pool-cinema,5.0,5.0,5.0,5.0
4 bedroom detached duplex for sale,"Oko-oba, Agege, Lagos",300000000,"Property Description

FOR SALES

NEWLY BUILT 4 BEDROOM FULLY DETACHED DUPLEX WITH BQ

LOCATION: Oko-Oba Agege

Price : 300M

TITLE: C of O

FEATURES

- All room en-suite
- 24hours uninterrupted power
- 24hours security
- P.O.P Ceiling
- Fitted Kitchen
- ⁠Dinning area
- ⁠Fortified doors
- ⁠Serene and Secure Estate
- ⁠Bq
- Mini Flat
- ⁠Pantry

For viewings and other information:
️+234 903 582 5191
temzyuniversalhomes@gmail.com
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

Follow @temzy_homes for amazing property deals in Lagos, Nigeria
.
.
.
.
.
.
#RealEstateNigeria#HouseForSale#HomeInvestment#PropertyDevelopment#RealEstateLagos#InvestInYourFuture#HouseHunter#HomeBuyer#CommercialProperties #LagosRealtor #nigeriansindiaspora #naija #lekkiproperties #nijabillionniars #realestatelagos #victoriaisland #likelytomove #lagosrealestate #nigerianinusa



Property Details
Property Ref: 3058468	Added On: 27 Aug 2025	Last Updated: 27 Aug 2025
Market Status: Available	Type: Detached Duplex	Bedrooms: 4
Bathrooms: 4	Toilets: 5	Parking Spaces: 3
Furnishing: Furnished",0903 XXXX,10,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/agege/oko-oba/3058468-newly-built-4-bedroom-fully-detached-duplex,4.0,4.0,4.0,4.0
6 bedroom house for sale,"Ikoyi, Lagos",2800000,"Property Description

DIRECT BRIEF FROM THE OWNER

- The detailed video tour is attached.

PENTHOUSE CONDOMINIUM/FLAT IN A HIGH RISE BUILDING FOR SALE

Location : Ikoyi, Lagos.

FEATURES :
- 6 Bedrooms (I.e. 4 Bedrooms + 2 Bedroom Maid Section By The Kitchen).
- Maid Section with its own living room.
- Beautiful Massive Infinity Swimming pool.
- Fully Equipped Gymnasium.
- Club house.
- Massive Terraces.
- Study / Home Office.
- Storage room.
- Control room.
- Ante room / Foyer.
- Guest toilet.
- Elevator / Lift.
- Fully equipped kitchen with a pantry.
- Emergency exit.
- Parking space for 6 cars.
- Fire alarm and smoke detectors.
- Central water heater.
- Cctv surveillance cameras.
- 24hrs security.
- 24 hours power supply.
- Excellent access roads.
- Well maintained and professionally serviced.
- High quality modern fixtures and fittings.

Price: $2,800,000 (USD) or the equivalent amount in Naira using the prevailing exchange rate.

For further enquiries and viewings kindly contact us on 07065266133, 07010281009
Email : beradeals@gmail.com



Property Details
Property Ref: 2337443	Added On: 04 Jul 2024	Last Updated: 26 Aug 2025
Market Status: Available	Type: House	Bedrooms: 6
Bathrooms: 6	Toilets: 7",0706 XXXX,26,https://nigeriapropertycentre.com/for-sale/houses/lagos/ikoyi/2337443-luxury-6-bedrooms-penthouse-condo,6.0,6.0,6.0,
6 bedroom detached duplex for sale,"Parkview, Ikoyi, Lagos",5000000000,"Property Description

DIRECT BRIEF/WE HAVE DIRECT INSTRUCTION TO SELL FROM THE OWNER.

~ The detailed house tour is attached to this advertisement.

FOR SALE

Newly Built & Contemporary Six(6) Bedroom Fully Detached House with 2 Maid Rooms, Cinema, Salon, Study, Home Office, Gymnasium, etc.

LOCATION : PARKVIEW ESTATE, IKOYI.

PRICE : ₦5,000,000,000 (Five Billion Naira).

HOUSE FEATURES INCLUDE:
- 6 En-suite Bedrooms.
- 2 room Boys' quarters.
- Elevator / lift.
- House Automation.
- 2 Equipped kitchens (Wet & dry kitchens) with refrigerator, freezer, dishwasher, water heater, electric and gas burners,
- A spacious kitchen pantry with cabinets.
- Beautiful Ante room/Foyer.
- Wine cellar.
- Beautifully done exterior and interior finishes.
- Spacious living room with double volume ceiling.
- Spacious family lounge on the middle floor with a TV console.
- Furnished salon.
- Laundry room.
- Spacious balconies in the bedrooms.
- Walk-in closets and shower cubicles.
- Grand paino and other luxury & quality furniture & household accessories.
- Swimming pool comes with an outdoor lounge area.
- Jacuzzis
- Central air conditioning cooling system felt strongly in all parts of the house.
- The house comes with washing machine, water heaters in all bathrooms, water filteration facilities. etc.
- Office/study.
- Cinema/ Movie theatre with surround sound system.
- Fully equipped game room.
- Master bedroom with a kitchenette.
- Gymnasium
- Roof terraces/Balconies
- Fortified with tempered glass.
- Smart house automation system.
- CCTV surveillance cameras.
- Intercom system round the house.
- Control room.
- Smoke Detectors.
- Fire alarms.
- Automated gate system.
- Sufficient Car park space.
- 24/7 Electricity
- 24 Hours Security
- Etc.


For further enquiries and inspection kindly contact us on 07065266133, 07010281009
Email: beradeals@gmail.com



Property Details
Property Ref: 3054112	Added On: 25 Aug 2025	Last Updated: 27 Aug 2025
Market Status: Available	Type: Detached Duplex	Bedrooms: 6
Bathrooms: 6	Toilets: 7",0706 XXXX,26,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/parkview/3054112-luxury-6-bedroom-smart-house-with-2-room-bqs,6.0,6.0,6.0,
4 bedroom detached duplex for sale,"Banana Island, Ikoyi, Lagos",2700000000,"Property Description

DIRECT BRIEF/WE HAVE DIRECT INSTRUCTION TO SELL FROM THE OWNER.

The Detailed Walk-through Video Is Attached.

FOR SALE

Newly Built Four (4) Bedroom Fully Detached House On Three Floors.

Location : Banana Island, Ikoyi.

Features include :
- Four(4) Bedrooms all en-suite.
- Maid room/Boy's quarter (BQ).
- Guest toilet.
- Fully equipped kitchen.
- Elevator (Optional).
- CCTV camera connections.
- Walk-in closets.
- Gate house.
- Air conditioners fully installed.
- Family lounges.
- Terraces.
- Swimming pool with pool shower.

Distress Sale Price : ₦2.7 Billion.

For further enquiries and viewings kindly contact us on 07065266133, 07010281009
Email : beradeals@gmail.com



Property Details
Property Ref: 2608842	Added On: 06 Dec 2024	Last Updated: 20 Aug 2025
Market Status: Available	Type: Detached Duplex	Bedrooms: 4
Bathrooms: 4	Toilets: 5",0706 XXXX,26,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/banana-island/2608842-newly-built-4-bedroom-fully-detached-house,4.0,4.0,4.0,
6 bedroom detached duplex for sale,"Banana Island, Ikoyi, Lagos",6000000,"Property Description

FOR SALE
Work in progress!

Newly Built 6-Bedroom Fully Detached House.

Location: Banana Island, Ikoyi.

Features include :
- Six(6) En-suite bedrooms.
- Swimming pool.
- Outdoor space with a Gazebo.
- Elevator/Lift.
- Spacious living room.
- Double high volume living ceilings.
- Nice size balconies & a massive rooftop terrace.
- Spacious kitchen with a pantry.
- Family lounges on each floor.
- Laundry room.
- Study/Home office.
- Storage room.
- Cinema.
- Central security gate house.
- Air conditioners (ACs) fully installed.
- Control room.
- Massive walk-in-closets.
- Walk in showers.
- Jacuzzi bathtubs.
- Etc.

Price : $6 million (USD) or the sum in Naira using the prevailing exchange rate.

For further enquiries and viewings kindly contact us on 07065266133, 07010281009
Email : beradeals@gmail.com



Property Details
Property Ref: 2877446	Added On: 19 May 2025	Last Updated: 17 Jul 2025
Market Status: Available	Type: Detached Duplex	Bedrooms: 6
Bathrooms: 6	Toilets: 7",0706 XXXX,25,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/banana-island/2877446-luxury-6-bedrooms-smart-house,6.0,6.0,6.0,
6 bedroom detached duplex for sale,"Banana Island, Ikoyi, Lagos",6000000000,"Property Description

FOR SALE
Work in progress!

3 Nos. of 6-Bedroom Fully Detached Houses.

Location: Banana Island, Ikoyi.

Features include :
- Six(6) En-suite bedrooms.
- Swimming pool with a pool shower.
- Elevator/Lift.
- Spacious living room.
- Double high volume living ceilings.
- Nice size balconies & a massive rooftop terrace.
- Spacious kitchen with a pantry.
- Family lounges on each floor.
- Laundry room.
- Study/Home office.
- Storage room.
- Cinema.
- Central security gate house.
- Air conditioners (ACs) fully installed.
- Control room.
- Massive walk-in-closets.
- Walk in showers.
- Jacuzzi bathtubs.
- Etc.

Price : ₦6 Billion Naira.

For further enquiries and viewings kindly contact us on 07065266133, 07010281009
Email : beradeals@gmail.com



Property Details
Property Ref: 2878879	Added On: 20 May 2025	Last Updated: 26 Aug 2025
Market Status: Available	Type: Detached Duplex	Bedrooms: 6
Bathrooms: 6	Toilets: 7",0706 XXXX,25,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/banana-island/2878879-3-nos-of-luxury-6-bedrooms-smart-houses,6.0,6.0,6.0,
5 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos",600000000,"Property Description

[ For Sale ]

Newly Built Five (5) Bedroom House With 2 Maid Rooms.

Located in one of best estates within the Lekki Penninsula and in Lagos State, Nigeria.

Features include:
- Gate House (Security House with Backup Generator room)
- Carport
- Swimming pool with water fountain
- Gardens & real plants & trees beautification
- 2 Maid Rooms
- 5 Spacious ensuite bedrooms
- Spacious fully equipped kitchen with a pantry
- 3 Half baths (one on each floor)
- Storage room
- 2 Family living rooms/lounges
- Balconies/Terraces
- 2 staircases (the main & an alternative staircase)
- Home Office/Study
- Laundry room
- Very spacious rooms and kitchen
- Outdoor lounge
- Bar

Land size: 660 Square metres

Price: ₦600,000,000

Gated Community/Estate Features Include:
-Serenity.
-24hrs security .
-24hrs power supply.
-Clean supply.
-Excellent drainage (flooding is literally impossible).
-Excellent road network.
-Sport & recreation facilities.
-Estate club house for residents.
-The estate is also beautified with trees and regularly mowed gardens.

For further enquiries and inspection kindly contact us on 07065266133, 07010281009
Email: beradeals@gmail.com



Property Details
Property Ref: 2623111	Added On: 16 Dec 2024	Last Updated: 01 Aug 2025
Market Status: Available	Type: Detached Duplex	Bedrooms: 5
Bathrooms: 5	Toilets: 6",0706 XXXX,25,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2623111-five-bedroom-house-with-2-room-bq,5.0,5.0,5.0,
7 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos",700000000,"Property Description

The detailed video tour is attached to this advertisement.

For Sale
Direct brief / direct instruction from the owner.

Massive 5 bedroom mansion with a 2-bedroom boys' quarter / guest chalet.

Located in a royal garden estate, a highly secured estate gated community.

Land size : 1,200 sqmts

Title : global c of o & governor's consent. (it has building approval).

Price: N700 million.

Features include:
- Spacious compound for more than 20 cars.
- Ample garden space.
- 5 en-suite bedrooms in the main building.
- 2 Bedroom guest chalet a kitchen.
- Laundry room.
- Game room.
- Study/home office.
- Furnished cinema.
- High double volume living room ceilings. - double curved staircase.
- Massive fully equipped kitchen with a pantry.
- Multiple in-door lounge spaces.
- Outdoor space for a gazebo or a cabana.
- Air conditioners (acs) have been fully installed.
- Cctv surveillance cameras.
- Bluetooth speakers.
- Smart house automation.
- Remote controlled gate
- Central water heater
- Fire alarm systems
- Family lounge
- Outdoor & indoor lounges
- Dedicated dining area
- Stamp concrete external floor
- Balconies
- Secured estate
- Security posts
- Adequate parking
- Spacious rooms
Etc.

For further enquiries and inspection kindly contact us on 07065266133, 07010281009
Email: beradeals@gmail.com



Property Details
Property Ref: 2896743	Added On: 30 May 2025	Last Updated: 10 Jul 2025
Market Status: Available	Type: Detached Duplex	Bedrooms: 7
Bathrooms: 7	Toilets: 9",0706 XXXX,26,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2896743-massive-mansion-on-1200-square-meters,7.0,7.0,7.0,
5 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos",650000000,"Property Description

DIRECT BRIEF/WE HAVE DIRECT INSTRUCTION TO SELL FROM THE OWNER.

[ For Sale ]

Newly Built Contemporary Five (5) Bedroom Smart House With A Cinema Room, Family Lounges, etc.

Located in Royal Garden Estate, a highly secured estate and one of the best in Lagos state.

Features include:
- Smart Home Automation.
- Swimming pool
- Rooftop Terrace
- Security/gate house.
- Maid room/Boys'Quarter (BQ) with a kitchen for the maid.
- Laundry room
- 5 Spacious En-suite bedrooms
- Storage room/Box room
- Fully equipped kitchen with appliances such as microwave, oven, double door refrigerator, heat extractor, etc.
- Kitchen pantry.
- Alexa voice control.
- Half bath/Vistor's toilet.
- Ante room/ Foyer.
- 2 Family living rooms/lounges.
- Massive Rooftop Terrace.
- Cinema Room.
- Home office/study.
- Remote controlled gate.
- Double volume high ceiling.
- Television consoles in every room.
- Spacious bedrooms with walk-in closets.
- Staircase lights with motion sensors.
- Built-in ceiling speakers
- Built-in water heaters installed in the kitchen and all the bathrooms
- Automated curtains with remote control.
- Smart door locks.
- Cctv surveillance cameras fully installed.
- Beautiful exterior and interior finishes with LED light designs.

Price: ₦650 Million.

For further enquiries and inspection kindly contact us on 07065266133, 07010281009
Email: beradeals@gmail.com



We have houses for sale in Pinnock Beach Estate & Arcadia Grove Estate, Nicon Town Estate, Victory Park Estate, Cowrie Creek Estate, Vintage Park Estate, Northern Foreshore Estate, Carlton Gate Estate, Lakeview Park 1 Estate, Lakeview Park 2 Estate, Megamound Estate, Lekki Phase 1, Osapa London, Whiteoak Estate ologolo, Nicon Town Estate, Victory Park Estate, Cowrie Creek Estate, Lekki County Road, Ologolo, Vintage Park Estate, Northern Foreshore Estate, Carlton Gate Estate, Lakeview Park 1 Estate, Lakeview Park 2 Estate, Megamound Estate, Lekki Phase 1, VGC, Ikota County Estate, Royal Garden Estate, Lekki County Estate, Megamound Estate, Ikota Villa Estate, Westend Estate, Oral Estate, Osapa London Lekki Distress sale etc.



Property Details
Property Ref: 3044851	Added On: 20 Aug 2025	Last Updated: 27 Aug 2025
Market Status: Available	Type: Detached Duplex	Bedrooms: 5
Bathrooms: 5	Toilets: 6",0706 XXXX,25,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3044851-luxury-5-bedroom-smart-houses,5.0,5.0,5.0,
5 bedroom detached duplex for sale,"Royal Garden Estate, Ajah, Lagos",1200000000,"Property Description

DIRECT BRIEF/WE HAVE DIRECT INSPECTIONS FROM THE OWNER TO SELL.

[ For Sale ]

Massive Newly Built Contemporary Five House With An Elevator Cinema Room, Family Lounges, etc.

Located in Royal Garden Estate, a highly secured estate and one of the best in Lagos state.

Features include:
- Smart Home Automation.
- Elevator/Lift.
- Swimming pool
- Rooftop Terrace
- Security/gate house.
- 2 Nos. Maid rooms/Boys'Quarters (BQs) with a kitchen for the maid.
- Laundry room
- 5 Spacious En-suite bedrooms
- Storage room/Box room
- Fully equipped kitchen with appliances such as microwave, oven, double door refrigerator, heat extractor, etc.
- Kitchen pantry.
- Half bath/Vistor's toilet.
- Ante room/ Foyer.
- 2 Family living rooms/lounges.
- Massive Rooftop Terraces.
- Spacious car park space for 10 cars.
- Kitchenette & a bar on the topmost floor.
- Home office/study.
- Remote controlled gate.
- Double volume high ceiling.
- Television consoles in every room.
- Spacious bedrooms with walk-in closets.
- Staircase lights with motion sensors.
- Built-in ceiling speakers
- Built-in water heaters installed in the kitchen and all the bathrooms
- Automated curtains with remote control.
- Smart door locks.
- Cctv surveillance cameras fully installed.
- Beautiful exterior and interior finishes with LED light designs.

Price: ₦650 Million.

For further enquiries and inspection kindly contact us on 07065266133, 07010281009
Email: beradeals@gmail.com



We have houses for sale in Pinnock Beach Estate & Arcadia Grove Estate, Nicon Town Estate, Victory Park Estate, Cowrie Creek Estate, Vintage Park Estate, Northern Foreshore Estate, Carlton Gate Estate, Lakeview Park 1 Estate, Lakeview Park 2 Estate, Megamound Estate, Lekki Phase 1, Osapa London, Whiteoak Estate ologolo, Nicon Town Estate, Victory Park Estate, Cowrie Creek Estate, Lekki County Road, Ologolo, Vintage Park Estate, Northern Foreshore Estate, Carlton Gate Estate, Lakeview Park 1 Estate, Lakeview Park 2 Estate, Megamound Estate, Lekki Phase 1, VGC, Ikota County Estate, Royal Garden Estate, Lekki County Estate, Megamound Estate, Ikota Villa Estate, Westend Estate, Oral Estate, Osapa London Lekki Distress sale etc.



Property Details
Property Ref: 3058676	Added On: 27 Aug 2025	Last Updated: 27 Aug 2025
Market Status: Available	Type: Detached Duplex	Bedrooms: 5
Toilets: 6",0706 XXXX,25,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3058676-luxury-mansion-with-an-elevator,5.0,,6.0,
Residential land for sale,"Periwinkle Estate, Lekki Phase 1, Lekki, Lagos",700000000,"Property Description

Parcel of 500sqm of Land at Periwinkle Lifestyle Estate, Lekki Phase1, Lagos.
This prime real estate situated within an upscale estate located off Freedom Way, Lekki, Lagos.
Send us a message to book your inspection today!
-----------------------------------------------
Price guide: ₦700million asking
Location: Periwinkle Estate, Lekki Phase 1, Lagos
-----------------------------------------------
Features:
- Tarred access roads
- Excellent Layout Plans
- Built up estate
- Secured environ
Title: Governor's Consent
-----------------------------------------------
For Enquiries:
+2348106003837, +2347012747191
info@wolferealtorsng.com



Property Details
Property Ref: 3039502	Added On: 18 Aug 2025	Last Updated: 18 Aug 2025
Market Status: Available	Type: Residential Land	Total Area: 500 sqm",0810 XXXX,4,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/lekki/lekki-phase-1/3039502-500sqm-of-land,,,,
5 bedroom detached duplex for sale,"Ikate, Lekki, Lagos",950000000,"Property Description

DIRECT BRIEF/WE HAVE INSTRUCTION TO SELL FROM THE OWNER.

NB : The detailed video tour is attached to this advertisement.

FOR SALE

Experience ultimate luxury in a serene Estate in Ikate with this breathtaking 5 bedroom detached house with a swimming pool and special features you will love.

Features:
- Contemporary style.
- 5 spacious en-suite bedrooms.
- 5.5 luxurious bathrooms.
- Maid room/Boy's quarter (BQ).
- Private elevator /Lift .
- Central cooling system.
- Smart home automation.
- Dedicated home office/Study.
- Furnished 10 - seater cinema.
- Gymnasium.
- Laundry room.
- Game Room.
- Fire alarm & smoke detectors.
- Kitchen (fully equipped).
- Hidden kitchen pantry.
- Garden
- Fully equipped kitchen with a microwave, oven, double door refrigerator, pot filler, electric and gas burners, heat extractor, etc.
- Dedicated dining area.
- Swimming pool with a waterfall fountain.
- Outdoor lounge with a cabana.
- Rooftop terrace.
- Air conditioners (ACs) .
- Designed for proper ventilation and natural lighting.
- Modern ,high quality finishings, fittings and fixtures.
- High double volume ceiling.
- Alexa voice control automation and other smart features.
- Parking space for at least 5 cars.
- Family Lounge.
- All doors have smart key locks.
- Modern wooden staircase with motion sensor lights.
- Tempered glass installed all through.
- Etc.


Prime Location: Heart of Ikate, lekki, Lagos.

(Highly secured highly secured estate in a highly secured neighborhood).

Price: ₦950 Million Naira.

Secured with Global Certificate of Occupancy (C of O) & Building approval.

For further enquiries and viewings kindly contact us on 07065266133, 07010281009
Email : beradeals@gmail.com


We have houses for sale in Pinnock Beach Estate & Arcadia Grove Estate, Nicon Town Estate, Victory Park Estate, Cowrie Creek Estate, Vintage Park Estate, Northern Foreshore Estate, Carlton Gate Estate, Lakeview Park 1 Estate, Lakeview Park 2 Estate, Megamound Estate, Lekki Phase 1, Palm Residences, Osapa London, Hampton Bay Estate, Ikate Elegushi, etc.



Property Details
Property Ref: 2995216	Added On: 24 Jul 2025	Last Updated: 21 Aug 2025
Market Status: Available	Type: Detached Duplex	Bedrooms: 5
Bathrooms: 5	Toilets: 6",0706 XXXX,26,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikate/2995216-luxury-5-bedrooms-smart-house,5.0,5.0,5.0,
2 bedroom flat / apartment for sale,"Ikate, Lekki, Lagos",145000000,"Property Description

For sale 2-bedroom apartment in a well secured estate.

Price: ₦145m

Location: Ikate, Lekki, Lagos

Features
Newly built
Modern house
All rooms en-suite


Call us for enquiries and inspection:08087813295



Property Details
Property Ref: 3058550	Added On: 27 Aug 2025	Last Updated: 27 Aug 2025
Market Status: Available	Type: Flat / Apartment	Bedrooms: 2
Bathrooms: 2	Toilets: 3	Parking Spaces: 2",0808 XXXX,16,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/ikate/3058550-2-bedroom-apartment,2.0,2.0,2.0,2.0
5 bedroom detached duplex for sale,"Megamound Estate, Lekki County, Ikota, Lekki, Lagos",470000000,"Property Description

~ The detailed video tour is attached to this advert.

FOR SALE

5 Bedroom Fully Detached House with the following :

- 5 En-suite bedrooms
- Smart home
- Ante room/Foyer
- Visitor's Toilet
- Living Rooms /family lounges on all floors.
- Dining area
- Swimming pool
- Rooftop terrace
- Equipped kitchen with a pantry
- Laundry area
- Box/storage room
- Study/Home Office .
- Boy's quarter (BQ)
- Spacious compound for 5 cars conveniently.

Price: ₦470 million

Location: Megamound Estate, Lekki County, Ikota, Lekki.

For further enquiries and inspection kindly contact us on 07065266133, 07010281009
Email: beradeals@gmail.com


We have houses for sale in Pinnock Beach Estate & Arcadia Grove Estate, Nicon Town Estate, Victory Park Estate, Cowrie Creek Estate, Vintage Park Estate, Northern Bera Estate Chevron Drive, Osapa London Lekki, Bakare Estate Agungi, Foreshore Estate, Carlton Gate Estate, Palms Residences, Oral Estate, Westend Estate Lekki County Estate Road, Lakeview Park 1 Estate, Lakeview Park 2 Estate, Megamound Estate, Lekki Phase 1, etc.



Property Details
Property Ref: 2838155	Added On: 25 Apr 2025	Last Updated: 12 Aug 2025
Market Status: Available	Type: Detached Duplex	Bedrooms: 5
Bathrooms: 5	Toilets: 6",0706 XXXX,26,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikota/2838155-luxury-5-bedrooms-house-with-a-rooftop-terrace,5.0,5.0,5.0,
5 bedroom detached duplex for sale,"Lekki County, Ikota, Lekki, Lagos",265000000,"Property Description

VERY GOOD DEAL, DON'T MISS THIS ONE !!!!

Available For Sale - Listed by Bera Deals.

Solid 5 Bedroom Fully Detached House In A Highly Secured Estate In Lekki.

FEATURES INCLUDE :
- 5 Ensuite Bedrooms
- Maid room / Boys' quarters
- Space for a swimming pool
- Compound 9 cars
- Gate house
- Gym space
- Large living rooms (one on each floor)
- Dedicated dining area
- Fully equipped kitchen
- Kitchen pantry
- Car port
- Inbuilt ceiling speakers
- CCTV cameras connections
- Jacuzzi Bathtub
- Vistor's toilet
- Water heaters in the kitchen and in all bathrooms.
- Microwave & Oven.
- Stove with heat extractor.
- Washing machine.
- Etc.

OTHER BENEFITS :
- Very good title ️
- Building Approval ️
- Located a secured estate ️
- Good power supply ️
- The estate has very good drainage; no flooding. ️

Price: ₦265,000,000

For further enquiries and inspection kindly contact us on 07065266133, 07010281009
Email: beradeals@gmail.com



We have houses in VGC, Ikota County Estate, Royal Garden Estate, Lekki County Estate, Megamound Estate, Ikota Villa Estate, Westend Estate, Oral Estate, Osapa London Lekki Distress sale etc.



Property Details
Property Ref: 2750654	Added On: 04 Mar 2025	Last Updated: 20 Aug 2025
Market Status: Available	Type: Detached Duplex	Bedrooms: 5
Bathrooms: 5	Toilets: 6	Parking Spaces: 9",0706 XXXX,26,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikota/2750654-newly-built-5-bedrooms-fully-detached-house,5.0,5.0,5.0,5.0
2 bedroom block of flats for sale,"Ilasan Axis, Ikate Elegushi, Lekki, Lagos",140000000,"Property Description

For sale luxury 2 bedroom apartments

Price: ₦140m

Location: Ilansa, Ikate Lekki

Features
~newly built
~luxury
~spacious rooms
~spacious compound
~perfect finishing
~all rooms en-suite
~fitted kitchen
~fitted bathrooms
~wardrobes
~family lounge
~balconies

Call us for enquiries and inspection:08087813295



Property Details
Property Ref: 3058771	Added On: 27 Aug 2025	Last Updated: 27 Aug 2025
Market Status: Available	Type: Block of Flats	Bedrooms: 2
Bathrooms: 2	Toilets: 3	Parking Spaces: 2",0808 XXXX,flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/lekki/ikate-elegushi/3058771-2-bedroom-apartment-with-spacious,2.0,2.0,2.0,2.0
4 bedroom semi-detached duplex for sale,"Ikate, Ikate Elegushi, Lekki, Lagos",280000000,"Property Description

For sale luxury 4bedroom semi detached duplex.

Price: ₦280M

Location: Ikate, Lekki phase 2

Features
~newly built
~luxury
~spacious rooms
~spacious compound
~perfect finishing
~all rooms en-suite
~fitted kitchen
~fitted bathrooms
~wardrobes
~family lounge
~balcony

Call us for enquiries and inspection:08087813295



Property Details
Property Ref: 3058680	Added On: 27 Aug 2025	Last Updated: 27 Aug 2025
Market Status: Available	Type: Semi-detached Duplex	Bedrooms: 4
Bathrooms: 4	Toilets: 5	Parking Spaces: 2",0808 XXXX,25,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/ikate-elegushi/3058680-4-bedroom-semi-detached-duplex-with-bq,4.0,4.0,4.0,4.0
